file /data/app/genie-music/genie-music.apk f953477ee5275a0eecb2a22873377da6 0
file /data/app/OllehTVMobile/OllehTVMobile.apk 040e746df69a3bd2c4ea593d5bb568b7 0
file /data/app/WhoWho/oat/arm/WhoWho.odex 8f8f42b4ddfbdade42e9b0d38561db17 0
file /data/app/genie-music/oat/arm/genie-music.odex 94ee02e37fd7a650061c8fd66fbc5ce8 0
file /data/app/WhoWho/WhoWho.apk eb55fb40af0d690b91f37bcf40bd683b 0
file /data/app/OllehTVMobile/oat/arm/OllehTVMobile.odex 5aa866824a7d7d82fa560480b86a052f 0
file /data/app/ALYac/ALYac.apk 4459ca513b3a86a44fb786b4d0a97913 0
file /data/app/ollehinavi/ollehinavi.apk 2b5bbad2c905a8bd9fcf0a3e324f0bdd 0
file /data/app/ALYac/oat/arm/ALYac.odex 1836f15b12132be270ae2fc5b11bba8e 0
file /data/app/shodoc/oat/arm/shodoc.odex 12e773a216728ecb03a2d71b2af7838a 0
file /data/app/shodoc/shodoc.apk 8f29c71ef633139a084d618cee9589c2 0
file /data/app/ollehinavi/oat/arm/ollehinavi.odex 62592ab7a02c33ca06cdf6ce104b347d 0
file /data/app/accessory/oat/arm/accessory.odex 0156b6fc470521ec893444e2423673c7 0
file /data/app/Netffice24/oat/arm/Netffice24.odex 208d772be7bcf3dd14db59a99bfdfba3 0
file /data/app/SKYCS/oat/arm/SKYCS.odex 4e7751657890fd2e80a85ee8717f09ac 0
file /data/app/SKYCS/SKYCS.apk effd969a398d5dc0c31e0bfe9a607215 0
file /data/app/OllehMediaPack/oat/arm/OllehMediaPack.odex 3e8d785245647968eb6b041f397cb38c 0
file /data/app/signed_KT_CLIP/oat/arm/signed_KT_CLIP.odex cbb2e169c1d9e645699644842c933c7c 0
file /data/app/kshopping/oat/arm/kshopping.odex eade12fca1cb0074f9e19d29e613794b 0
file /data/app/accessory/accessory.apk 83408185cfa8112859f1fa09d99ae2d8 0
file /data/app/Netffice24/Netffice24.apk 55a931b06d776aab8d529f392ad3c378 0
file /data/app/UserManual/UserManual.apk 5f1857b6dc9da025b2033786bcc4134e 0
file /data/app/signed_KT_CLIP/signed_KT_CLIP.apk c7a6a145cf4d2486135226aaa755b69a 0
file /data/app/Calculator/oat/arm/Calculator.odex 0fcc64512501ce9e9abaac3763cd781d 0
file /data/app/ShowMe/oat/arm/ShowMe.odex 3f9a0c43199f18f73b7580101abc46c7 0
file /data/app/KTMpay_ICON/oat/arm/KTMpay_ICON.odex 9d4a3b8653322b2683782f26866f8703 0
file /data/app/OllehMediaPack/OllehMediaPack.apk fc1083c7903d10bd04ef063db459a12c 0
file /data/app/kshopping/kshopping.apk 546b46876b95602aa041cea15087bfa6 0
file /data/app/SmartBellring_Icon/oat/arm/SmartBellring_Icon.odex 5539e21d45ad3bedf01e6d1a37d09732 0
file /data/app/Calculator/Calculator.apk c666d6c36a8d0dfcfa1a313324746029 0
file /data/app/ShowMe/ShowMe.apk f49bcbddb1bbb5cf0cb13ecf94e6f9bc 0
file /data/app/SmartBellring_Icon/SmartBellring_Icon.apk 9d3b8c291898cd22982008ca79412a74 0
file /data/app/KTMpay_ICON/KTMpay_ICON.apk 23ec0c02e351e048e08e603404d5fe68 0
file /data/app/signed_GreenBilllab_IconApp_106/signed_GreenBilllab_IconApp_106.apk c89c5acfca8f5ed09796df9ecc1ba286 0
file /data/app/OllehWebtoon.apk 7b6d1821efde7c933c6df20d5bd58a83 0
file /data/app/ktmembership_icon/ktmembership_icon.apk 3965f51c5b5e55427201e26f4906f6d4 0
file /data/app/ollehfamilybox_V01.00.02/ollehfamilybox_V01.00.02.apk 8e287219651fbfa4187e613d0e9e7410 0
file /data/app/signed_GreenBilllab_IconApp_106/oat/arm/signed_GreenBilllab_IconApp_106.odex 6dbeb4b3746c73976378bfe3d5b63626 0
file /data/app/ollehfamilybox_V01.00.02/oat/arm/ollehfamilybox_V01.00.02.odex 7bb6c115aca9d7149c1d781f801e470a 0
file /data/app/ktmembership_icon/oat/arm/ktmembership_icon.odex 84c80c65503f5692b77a9ef6806bc0e5 0
file /data/app/UserManual/oat/arm/UserManual.odex 3599f31aa0f6c5090f4bc037f7914d4a 0
file /data/vegahome_check_factory_reset_info d41d8cd98f00b204e9800998ecf8427e 0
file /data/fota_factory_flag d41d8cd98f00b204e9800998ecf8427e 0
